,ORG_NOME,PAPP_COD,PAPP_NOME,PAPP_PN,APAA_CODI,APAA_DATA,APAA_STATUS
6905,C&D ZODIAC,3962,"Double, Last Row Seat Assembly",41032045-107,,,
6906,C&D ZODIAC,3963,"Single, Standard Seat Assembly",41042045-101,,,
6907,C&D ZODIAC,3964,"Single, Sliding Food Tray Seat Assembly",41042045-103,,,
6908,C&D ZODIAC,3965,"Single, Exit Row Seat Assembly",41042045-105,,,
6909,C&D ZODIAC,3966,"Single, Last Row Seat Assembly",41042045-107,,,
6910,C&D ZODIAC,3967,"Double, Front Row Seat Assembly",41072045-101,,,
6911,C&D ZODIAC,3968,"Single, Front Row Seat Assembly",41082045-101,,,
6912,C&D ZODIAC,3969,Standard  Bottom Cushion Assembly,41031449-517,,,
6913,C&D ZODIAC,3970,Exit Bottom Cushion Assembly,41031464-509,,,
6914,C&D ZODIAC,3971,Standard Bottom Cushion Assembly,41121012-509,,,
6915,C&D ZODIAC,3972,Double Standard Seat Assembly,41192048-101,,,
6916,C&D ZODIAC,3973,Double Standard Seat Assembly,41192048-102,,,
6917,C&D ZODIAC,3974,Double Last Row Seat Assembly,41192048-103,,,
6918,C&D ZODIAC,3975,Double Last Row Seat Assembly,41192048-104,,,
6919,C&D ZODIAC,3976,Double Front Row Seat Assembly,41202048-101,,,
6920,C&D ZODIAC,3977,Double Front Row Seat Assembly,41202048-102,,,
6921,C&D ZODIAC,3978,Double Standard Seat Assembly,41122006-101,,,
6922,C&D ZODIAC,3979,Double Standard Seat Assembly,41122006-102,,,
6923,C&D ZODIAC,3980,Double Last Row Seat Assembly,41122006-103,,,
6924,C&D ZODIAC,3981,Double Last Row Seat Assembly,41122006-104,,,
6925,C&D ZODIAC,3982,Double Front Row Seat Assembly,41242006-101,,,
6926,C&D ZODIAC,3983,Double Front Row Seat Assembly,41242006-102,,,
6927,C&D ZODIAC,3985,"Double, Standard Seat Assembly",41032048-101,,,
6928,C&D ZODIAC,3986,"Double, FWD Exit Row Seat Assembly",41032048-103,,,
6929,C&D ZODIAC,3987,"Double, Exit Row Seat Assembly",41032048-105,,,
6930,C&D ZODIAC,3988,"Single, Standard Seat Assembly",41042048-101,,,
6931,C&D ZODIAC,3989,"Single, FWD Exit Row Seat Assembly",41042048-103,,,
6932,C&D ZODIAC,3990,"Single, Exit Row Seat Assembly",41042048-105,,,
6933,C&D ZODIAC,3991,"Double, Front Row Seat Assembly",41072048-101,,,
6934,C&D ZODIAC,3992,"Single, Front Row Seat Assembly",41082048-101,,,
6935,C&D ZODIAC,4000,"Double Attendant Seat, AFT Facing",41461001-113,,,
6936,C&D ZODIAC,4005,AFT Attendant Seat (FWD Facing),41142001-167,,,
6937,C&D ZODIAC,4006,AFT Attendant Seat (FWD Facing),41142001-169,,,
6938,C&D ZODIAC,4007,FWD Attendant Seat (AFT Facing),41131001-225,,,
6939,C&D ZODIAC,4008,FWD Attendant Seat (AFT Facing),41131001-229,,,
6940,C&D ZODIAC,4009,AFT Attendant Seat (AFT Facing),41131001-227,,,
6941,C&D ZODIAC,4010,AFT Attendant Seat (AFT Facing),41131001-231,,,
6942,C&D ZODIAC,4011,Double Attendant Seat. AFT Facing,41461001-115,,,
6943,C&D ZODIAC,4012,Doule Standard Seat Assembly,41192016-111,,,
6944,C&D ZODIAC,4013,Doule Standard Seat Assembly,41192016-112,,,
6945,C&D ZODIAC,4014,Double Front Row Seat Assembly,41202016-111,,,
6946,C&D ZODIAC,4015,Double Front Row Seat Assembly,41202016-112,,,
6947,C&D ZODIAC,4016,Standard Bottom Cushion Assembly,41191142-585,,,
6948,C&D ZODIAC,4017,Standard Bottom Cushion Assembly,41191142-587,,,
6949,C&D ZODIAC,4018,Double Standard Seat Assembly,41192049-101,,,
6950,C&D ZODIAC,4019,Double Standard Seat Assembly,41192049-102,,,
6951,C&D ZODIAC,4020,Double Standard Seat Assembly,41192049-111,,,
6952,C&D ZODIAC,4021,Double Standard Seat Assembly,41192049-112,,,
6953,C&D ZODIAC,4022,Double Last Row Seat Assembly,41192049-103,,,
6954,C&D ZODIAC,4023,Double Last Row Seat Assembly,41192049-104,,,
6955,C&D ZODIAC,4024,Double Front Row Seat Assembly,41202049-101,,,
6956,C&D ZODIAC,4025,Double Front Row Seat Assembly,41202049-102,,,
6957,C&D ZODIAC,4026,AFT Attendant Seat (FWD Facing),41142001-171,,,
6958,C&D ZODIAC,4027,AFT Attendant Seat (FWD Facing),41142001-173,,,
6959,C&D ZODIAC,4028,Standard Bottom Cushion Assembly,41031361-523,,,
6960,C&D ZODIAC,4029,Standard Bottom Cushion Assembly,41401025-535,,,
6961,C&D ZODIAC,4030,Standard Bottom Cushion Assembly,41191142-593,,,
6962,C&D ZODIAC,4031,Double Standard Seat Assembly,41192051-101,,,
6963,C&D ZODIAC,4032,Double Standard Seat Assembly,41192051-102,,,
6964,C&D ZODIAC,4033,Double FWD Exit Seat Assembly,41192051-103,,,
6965,C&D ZODIAC,4034,Double FWD Exit Seat Assembly,41192051-104,,,
6966,C&D ZODIAC,4035,Double AFT Exit Seat Assembly,41192051-105,,,
6967,C&D ZODIAC,4036,Double AFT Exit Seat Assembly,41192051-106,,,
6968,C&D ZODIAC,4037,Double Last Row Seat Assembly,41192051-107,,,
6969,C&D ZODIAC,4038,Double Last Row Seat Assembly,41192051-108,,,
6970,C&D ZODIAC,4039,Double Standard Seat Assembly,41192051-111,,,
6971,C&D ZODIAC,4040,Double Standard Seat Assembly,41192051-112,,,
6972,C&D ZODIAC,4041,Double Front Row Seat Assembly,41202051-101,,,
6973,C&D ZODIAC,4042,Double Front Row Seat Assembly,41202051-102,,,
6974,C&D ZODIAC,4047,Double Standard Seat Assembly,41192053-101,,,
6975,C&D ZODIAC,4048,Double Standard Seat Assembly,41192053-102,,,
6976,C&D ZODIAC,4049,Double FWD Exit Seat Assembly,41192053-103,,,
6977,C&D ZODIAC,4050,Double FWD Exit Seat Assembly,41192053-104,,,
6978,C&D ZODIAC,4051,Double AFT Exit Seat Assembly,41192053-105,,,
6979,C&D ZODIAC,4052,Double AFT Exit Seat Assembly,41192053-106,,,
6980,C&D ZODIAC,4053,Double Last Row Seat Assembly,41192053-107,,,
6981,C&D ZODIAC,4054,Double Last Row Seat Assembly,41192053-108,,,
6982,C&D ZODIAC,4055,Double Standard Seat Assembly,41192053-111,,,
6983,C&D ZODIAC,4056,Double Standard Seat Assembly,41192053-112,,,
6984,C&D ZODIAC,4057,Double Front Row Seat Assembly,41202053-101,,,
6985,C&D ZODIAC,4058,Double Front Row Seat Assembly,41202053-102,,,
6986,C&D ZODIAC,4059,Double Standard Seat Assembly,41192052-101,,,
6987,C&D ZODIAC,4060,Double Standard Seat Assembly,41192052-102,,,
6988,C&D ZODIAC,4061,Double Last Row Seat Assembly,41192052-103,,,
6989,C&D ZODIAC,4062,Double Last Row Seat Assembly,41192052-104,,,
6990,C&D ZODIAC,4063,Double Front Row Seat Assembly,41202052-101,,,
6991,C&D ZODIAC,4064,Double Front Row Seat Assembly,41202052-102,,,
6992,C&D ZODIAC,4065,LH F/C Single Seat Assembly,41402018-101,,,
6993,C&D ZODIAC,4066,RH F/C Double Seat Assembly,41412018-101,,,
6994,C&D ZODIAC,4067,FWD Attendant Seat (AFT Facing),41131001-235,,,
6995,C&D ZODIAC,4068,AFT Attendant Seat (AFT Facing),41131001-233,,,
6996,C&D ZODIAC,4069,AFT Attendant Seat (AFT Facing),41131001-237,,,
6997,C&D ZODIAC,4070,Double Standard Seat Assembly,41192050-101,,,
6998,C&D ZODIAC,4071,Double Standard Seat Assembly,41192050-102,,,
6999,C&D ZODIAC,4072,Double Last Row Seat Assembly,41192050-103,,,
7000,C&D ZODIAC,4073,Double Last Row Seat Assembly,41192050-104,,,
7001,C&D ZODIAC,4074,Double Standard Seat Assembly,41192050-111,,,
7002,C&D ZODIAC,4075,Double Standard Seat Assembly,41192050-112,,,
7003,C&D ZODIAC,4076,Double Standard,41122008-101,,,
7004,C&D ZODIAC,4077,Double Standard,41122008-102,,,
7005,C&D ZODIAC,4078,Double Last Row,41122008-103,,,
7006,C&D ZODIAC,4079,Double Last Row,41122008-104,,,
7007,C&D ZODIAC,4080,Double Exit Row ,41122008-105,,,
7008,C&D ZODIAC,4081,Double Exit Row ,41122008-106,,,
7009,C&D ZODIAC,4082,Double FWD Exit Row ,41122008-107,,,
7010,C&D ZODIAC,4083,Double FWD Exit Row ,41122008-108,,,
7011,C&D ZODIAC,4084,Double Front Row,41242008-101,,,
7012,C&D ZODIAC,4085,Double Front Row,41242008-102,,,
7013,C&D ZODIAC,4086,Double Front Row Seat Assembly,41202050-101,,,
7014,C&D ZODIAC,4087,Double Front Row Seat Assembly,41202050-102,,,
7015,C&D ZODIAC,4088,Standard Bottom Cushion Assembly,41121012-511,,,
7016,C&D ZODIAC,4089,Standard Bottom Cushion Assembly,41191142-589,,,
7017,C&D ZODIAC,4107,Standard Bottom Cushion Assembly,41191142-595,,,
7018,C&D ZODIAC,4113,"Double, Standard Seat Assembly",41032027-111,,,
7019,C&D ZODIAC,4114,"Double, Standard Seat Assembly",41032027-113,,,
7020,C&D ZODIAC,4115,"Double, Standard Seat Assembly Sliding Tray",41032027-115,,,
7021,C&D ZODIAC,4116,"Double, Exit Row Seat Assembly",41032027-117,,,
7022,C&D ZODIAC,4117,"Double, Last Row Seat Assembly",41032027-119,,,
7023,C&D ZODIAC,4118,"Single, Standard Seat Assembly",41042027-111,,,
7024,C&D ZODIAC,4119,"Single, Standard Seat Assembly",41042027-113,,,
7025,C&D ZODIAC,4120,"Single, Standard Seat Assembly, Sliding Tray",41042027-115,,,
7026,C&D ZODIAC,4121,"Single, Exit Row Seat Assembly",41042027-117,,,
7027,C&D ZODIAC,4122,"Single, Last Row Seat Assembly",41042027-119,,,
7028,C&D ZODIAC,4123,"Double, Front Row Seat Assembly",41072027-111,,,
7029,C&D ZODIAC,4124,"Single, Front Row Seat Assembly",41082027-111,,,
7030,C&D ZODIAC,4146,Double Standard Seat Assembly,41192054-101,,,
7031,C&D ZODIAC,4147,Double Standard Seat Assembly,41192054-102,,,
7032,C&D ZODIAC,4148,Double FWD Exit Seat Assembly,41192054-103,,,
7033,C&D ZODIAC,4149,Double FWD Exit Seat Assembly,41192054-104,,,
7034,C&D ZODIAC,4150,Double AFT Exit Seat Assembly,41192054-105,,,
7035,C&D ZODIAC,4151,Double AFT Exit Seat Assembly,41192054-106,,,
7036,C&D ZODIAC,4152,Double Last Row Seat Assembly,41192054-107,,,
7037,C&D ZODIAC,4153,Double Last Row Seat Assembly,41192054-108,,,
7038,C&D ZODIAC,4154,Double Front Row Seat Assembly,41202054-101,,,
7039,C&D ZODIAC,4155,Double Front Row Seat Assembly,41202054-102,,,
7040,C&D ZODIAC,4156,Double Front Row Seat Assembly,41202031-111,,,
7041,C&D ZODIAC,4157,Double Front Row Seat Assembly,41202031-112,,,
7042,C&D ZODIAC,4188,Double Standard Seat Assembly (Y-belt & sliding tray),41192030-111,,,
7043,C&D ZODIAC,4189,Double Standard Seat Assembly (Y-belt & sliding tray),41192030-112,,,
7044,C&D ZODIAC,4190,Double Standard Seat Assembly (Y-belt & fixed tray),41192030-113,,,
7045,C&D ZODIAC,4191,Double Standard Seat Assembly (Y-belt & fixed tray),41192030-114,,,
7046,C&D ZODIAC,4192,Double Front Row Seat Assembly (Sliding Tray),41202030-111,,,
7047,C&D ZODIAC,4193,Double Front Row Seat Assembly (Sliding Tray),41202030-112,,,
7048,C&D ZODIAC,4194,Double Last Row Seat Assembly,41192051-117,,,
7049,C&D ZODIAC,4195,Double Last Row Seat Assembly,41192051-118,,,
7050,C&D ZODIAC,4196,Double Front Row Seat Assembly,41202051-111,,,
7051,C&D ZODIAC,4197,Double Front Row Seat Assembly,41202051-112,,,
7052,C&D ZODIAC,4209,Standard Bottom Cushion Assembly,41031449-511,,,
7053,C&D ZODIAC,4210,Exit Row Bottom Cushion Assembly,41031285-513,,,
7054,C&D ZODIAC,4215,Standard Bottom Cushion Assembly,41401025-537,,,
7055,C&D ZODIAC,4219,Double Standard Seat Assembly,41122010-101,,,
7056,C&D ZODIAC,4220,Double Standard Seat Assembly,41122010-102,,,
7057,C&D ZODIAC,4221,Double Last Row Seat Assembly,41122010-103,,,
7058,C&D ZODIAC,4222,Double Last Row Seat Assembly,41122010-104,,,
7059,C&D ZODIAC,4223,Double Exit Row Seat Assembly,41122010-105,,,
7060,C&D ZODIAC,4224,Double Exit Row Seat Assembly,41122010-106,,,
7061,C&D ZODIAC,4225,Double FWD Exit Row Seat Assembly,41122010-107,,,
7062,C&D ZODIAC,4226,Double FWD Exit Row Seat Assembly,41122010-108,,,
7063,C&D ZODIAC,4227,Double Front Row Seat Assembly,41242010-101,,,
7064,C&D ZODIAC,4228,Double Front Row Seat Assembly,41242010-102,,,
7065,C&D ZODIAC,4229,FWD Attendant Seat (AFT Facing),41131001-241,,,
7066,C&D ZODIAC,4230,AFT Attendant Seat (AFT Facing),41131001-243,,,
7067,C&D ZODIAC,4231,AFT Attendant Seat (AFT Facing),41131001-245,,,
7068,C&D ZODIAC,4232,AFT Attendant Seat (FWD Facing),41142001-175,,,
7069,C&D ZODIAC,4233,"Standard Bottom Cushion Assembly, Standard",41571012-501-( ),,,
7070,C&D ZODIAC,4234,"Standard Bottom Cushion Assembly, Thick",41571012-503-( ),,,
7071,C&D ZODIAC,4235,Standard Bottom Cushion Assembly,41121012-513,,,
7072,C&D ZODIAC,4236,LH F/C Single Seat Assembly,41402020-101,,,
7073,C&D ZODIAC,4237,RH F/C Double Seat Assembly,41412020-101,,,
7074,C&D ZODIAC,4238,LH F/C Single Last Row Seat Assembly,41402020-103,,,
7075,C&D ZODIAC,4239,RH F/C Double Last Row Seat Assembly,41412020-103,,,
7076,C&D ZODIAC,4240,Double Front Row Seat Assembly,41576001-( )-( ),,,
7077,C&D ZODIAC,4241,Double Standard Seat Assembly,41572001-( )-( ),,,
7078,C&D ZODIAC,4242,Double Forward Exit Row Seat Assemby,41573001-( )-( ),,,
7079,C&D ZODIAC,4243,Double Exit Row Assembly,41574001-( )-( ),,,
7080,C&D ZODIAC,4244,Double Last Row Seat Assembly,41575001-( )-( ),,,
7081,C&D ZODIAC,4245,Standard Bottom Cushion Assembly,41031449-501,,,
7082,C&D ZODIAC,4246,Exit Bottom Cushion Assembly,41031438-503,,,
7083,C&D ZODIAC,4247,Standard Bottom Cushion Assembly,41031449-505,,,
7084,C&D ZODIAC,4248,Standard Bottom Cushion Assembly,41031449-503,,,
7085,C&D ZODIAC,4250,Standard Bottom Cushion Assembly,41191142-597,,,
7086,CMC ELECTRONICS INC.,1725,Primus Epic GPS Receiver Assembly,245-604067-(001),,,
7087,COBHAM AVIONICS - AIR PRÉCISION,4461,Emergency Locator Transmitter ELT 96-( )STD,ELT 96-( )STD,,,
7088,COBHAM AVIONICS - AIR PRÉCISION,4462,ELT96 accessory,ELT96( )RCP,,,
7089,COBHAM AVIONICS - AIR PRÉCISION,4463,ELT96 accessory,ELT96( )DGL,,,
7090,COBHAM AVIONICS - AIR PRÉCISION,4464,ELT96 accessory,13(XX)-82,,,
7091,COBHAM AVIONICS - AIR PRÉCISION,4465,ELT96 accessory,ELT90A2560013( ),,,
7092,COBHAM AVIONICS - AIR PRÉCISION,4466,ELT96 accessory,ELT90A2560500( ),,,
7093,COLTECH INC.,2141,Selcal Decoder,1200006-010,,,
7094,CURTIS SUPERIOR VALVE CO.,4451,Fuel Drain Valves,CCB-4320,,,
7095,"DB SYSTEMS, INC",1798,Audio Control Amplifier,Model 417,,,
7096,"DB SYSTEMS, INC",1799,Microphone Amplifier,Model 263-000,,,
7097,"DB SYSTEMS, INC",1800,Audio Selector Panel,Model 343-001,,,
7098,"DB SYSTEMS, INC",2631,Aural Warning Generator,-,,,
7099,DECRANE AIRCRAFT SEATING COMPANY,3806,L/H Basic Seat,403097-1,,,
7100,DECRANE AIRCRAFT SEATING COMPANY,3807,R/H Basic Seat,403097-2,,,
7101,DECRANE AIRCRAFT SEATING COMPANY,3808,L/H Seat (BT),403097-3,,,
7102,DECRANE AIRCRAFT SEATING COMPANY,3809,R/H Seat (BT),403097-4,,,
7103,DECRANE AIRCRAFT SEATING COMPANY,3810,L/H Seat (FT),403097-5,,,
7104,DECRANE AIRCRAFT SEATING COMPANY,3811,R/H Seat (FT),403097-6,,,
7105,DECRANE AIRCRAFT SEATING COMPANY,3812,"L/H Seat (FT, BT)",403097-7,,,
7106,DECRANE AIRCRAFT SEATING COMPANY,3813,"R/H Seat (FT, BT)",403097-8,,,
7107,DECRANE AIRCRAFT SEATING COMPANY,3814,LH FWD Facing,403097-29AA,,,
7108,DECRANE AIRCRAFT SEATING COMPANY,3815,LH FWD Facing,403097-29AB,,,
7109,DECRANE AIRCRAFT SEATING COMPANY,3816,LH FWD Facing,403097-29AC,,,
7110,DECRANE AIRCRAFT SEATING COMPANY,3817,LH FWD Facing,403097-29AD,,,
7111,DECRANE AIRCRAFT SEATING COMPANY,3818,LH FWD Facing,403097-29AE,,,
7112,DECRANE AIRCRAFT SEATING COMPANY,3819,LH FWD Facing,403097-29AF,,,
7113,DECRANE AIRCRAFT SEATING COMPANY,3820,LH FWD Facing,403097-29AG,,,
7114,DECRANE AIRCRAFT SEATING COMPANY,3821,RH FWD Facing,403097-30AA,,,
7115,DECRANE AIRCRAFT SEATING COMPANY,3822,RH FWD Facing,403097-30AB,,,
7116,DECRANE AIRCRAFT SEATING COMPANY,3823,RH FWD Facing,403097-30AC,,,
7117,DECRANE AIRCRAFT SEATING COMPANY,3824,RH FWD Facing,403097-30AD,,,
7118,DECRANE AIRCRAFT SEATING COMPANY,3825,RH FWD Facing,403097-30AE,,,
7119,DECRANE AIRCRAFT SEATING COMPANY,3826,RH FWD Facing,403097-30AF,,,
7120,DECRANE AIRCRAFT SEATING COMPANY,3827,RH FWD Facing,403097-30AG,,,
7121,DECRANE AIRCRAFT SEATING COMPANY,3828,LH AFT Facing,403097-31AA,,,
7122,DECRANE AIRCRAFT SEATING COMPANY,3829,LH AFT Facing,403097-31AB,,,
7123,DECRANE AIRCRAFT SEATING COMPANY,3830,LH AFT Facing,403097-31AC,,,
7124,DECRANE AIRCRAFT SEATING COMPANY,3831,LH AFT Facing,403097-31AD,,,
7125,DECRANE AIRCRAFT SEATING COMPANY,3832,LH AFT Facing,403097-31AE,,,
7126,DECRANE AIRCRAFT SEATING COMPANY,3833,LH AFT Facing,403097-31AF,,,
7127,DECRANE AIRCRAFT SEATING COMPANY,3834,LH AFT Facing,403097-31AG,,,
7128,DECRANE AIRCRAFT SEATING COMPANY,3835,RH AFT Facing,403097-32AA,,,
7129,DECRANE AIRCRAFT SEATING COMPANY,3836,RH AFT Facing,403097-32AB,,,
7130,DECRANE AIRCRAFT SEATING COMPANY,3837,RH AFT Facing,403097-32AC,,,
7131,DECRANE AIRCRAFT SEATING COMPANY,3838,RH AFT Facing,403097-32AE,,,
7132,DECRANE AIRCRAFT SEATING COMPANY,3839,RH AFT Facing,403097-32AD,,,
7133,DECRANE AIRCRAFT SEATING COMPANY,3840,RH AFT Facing,403097-32AF,,,
7134,DECRANE AIRCRAFT SEATING COMPANY,3841,RH AFT Facing,403097-32AG,,,
7135,DECRANE AIRCRAFT SEATING COMPANY,4100,Executive Single Cabin Seat,603135-( ),,,
7136,DECRANE AIRCRAFT SEATING COMPANY,4101,Executive Single Cabin Seat,603140-( ),,,
7137,DECRANE AIRCRAFT SEATING COMPANY,4102,Executive Double Cabin Seat,603136-( ),,,
7138,DECRANE AIRCRAFT SEATING COMPANY,4131,L/H Forward Facing,403176-1,,,
7139,DECRANE AIRCRAFT SEATING COMPANY,4132,R/H Forward Facing,403176-2,,,
7140,DECRANE AIRCRAFT SEATING COMPANY,4133,L/H Aft Facing,403176-3,,,
7141,DECRANE AIRCRAFT SEATING COMPANY,4134,R/H Aft Facing,403176-4,,,
7142,DECRANE AIRCRAFT SEATING COMPANY,4158,L/H Forward Facing,403174-1(  ),,,
7143,DECRANE AIRCRAFT SEATING COMPANY,4159,R/H Forward Facing,403174-2(  ),,,
7144,DECRANE AIRCRAFT SEATING COMPANY,4160,L/H Aft Facing,403174-3(  ),,,
7145,DECRANE AIRCRAFT SEATING COMPANY,4161,R/H Aft Facing,403174-4(  ),,,
7146,DECRANE AIRCRAFT SEATING COMPANY,4162,"L/H Side Facing Divan Module, 25.0'",260068-1,,,
7147,DECRANE AIRCRAFT SEATING COMPANY,4163,"R/H Side Facing Divan Module, 25.0'",260068-2,,,
7148,DECRANE AIRCRAFT SEATING COMPANY,4164,"L/H Side Facing Divan Module, 25.0'",260068-3,,,
7149,DECRANE AIRCRAFT SEATING COMPANY,4165,"R/H Side Facing Divan Module, 25.0'",260068-4,,,
7150,DORNE AND MARGOLIN INC.,2396,VOR/LOC Antenna Balanced Loop,DM N4-7,,,
7151,DORNE AND MARGOLIN INC.,2397,ELT Antenna,DM Q18-3,,,
7152,DORNE AND MARGOLIN INC.,2398,Radio Altimeter Antenna,DM PN3-12/A,,,
7153,DORNE AND MARGOLIN INC.,2399,Emergency Locator Transmitter,DM SE 107-( ),,,
7154,DRAEGER AEROSPACE GMBH,2247,Crewmember Protective Breathing Equipment,E28180-10,,,
7155,DUNLOP AIRCRAFT TYRES LIMITED,2497,Aircraft Tire 24x7.25-12 12PR,DR7157T,,,
7156,DUNLOP AIRCRAFT TYRES LIMITED,2498,Aircraft Tire 18x5.5 8PR,DR9835T,,,
7157,DUNLOP AIRCRAFT TYRES LIMITED,2499,Aircraft Tire 19.5x6.75-8 8PR,DR30508T,,,
7158,DUNLOP AIRCRAFT TYRES LIMITED,2500,Aircraft Tire 30x9.5-14 16PR,DR31116T,,,
7159,DUNLOP AIRCRAFT TYRES LIMITED,2501,Aircraft Tire H30x9.5-16 16PR,DR31216T,,,
7160,DUNLOP AIRCRAFT TYRES LIMITED,2502,Aircraft Tire H38x13.0-18 18PR,DR31018T,,,
7161,DUNLOP AIRCRAFT TYRES LIMITED,2503,Aircraft Tire 24x7.7 12PR,DR15855T,,,
7162,DUNLOP AIRCRAFT TYRES LIMITED,2721,Aircraft Tire 24x7.7 16PR,DR15857T,,,
7163,DUNLOP AIRCRAFT TYRES LIMITED,2722,Aircraft Tire H41x16.0-20 22PR,DR31722T,,,
7164,EASTERN AERO MARINE,2142,Life Preserver,P0723 E105P,,,
7165,EASTERN AERO MARINE,2716,Life Preserver,P0723-103,,,
7166,EASTERN AERO MARINE,2717,Life Preserver,P01074-101,,,
7167,EASTERN AERO MARINE,2718,Life Preserver,P0640-101,,,
7168,EASTERN AERO MARINE,3412,Life Preserver,P0723-XXX,,,
7169,EASTERN AERO MARINE,3413,Life Preserver,P0723EXXX,,,
7170,EASTERN AERO MARINE,3414,Life Preserver,P01074-1XX,,,
7171,EASTERN AERO MARINE,3716,Life Raft,R1300-XXX,,,
7172,EASTERN AERO MARINE,4112,Life Preserver (Infant),P0640-( ),,,
7173,EASTERN AERO MARINE,4504,LIFE PRESERVER SERIES,P01202-( ),,,
7174,EASTERN AERO MARINE,4593,XF-35 LIFE PRESERVERS,P01074-2XX,,,
7175,EATON CORPORATION,2874,Mangueira - (Sistema de Óleo e Combustível do Motor),950004-(XX) - (Óleo e Combustível),,,
7176,EATON CORPORATION,2875,Mangueira - (Sistema Hidráulico),950004-(XX) - (Hidráulica),,,
7177,EATON CORPORATION,2876,Mangueira - (Sistema de Óleo e Combustível do Motor),360-(XX) - (Óleo e Combustível),,,
7178,EATON CORPORATION,2877,Mangueira - (Sistema Hidráulico),360-(XX) - (Hidráulica),,,
7179,EATON CORPORATION,2878,Mangueira - (Sistema de Óleo e Combustível do Motor),624000-(XX) - (Óleo e Combustível),,,
7180,EATON CORPORATION,2879,Mangueira - (Sistema de Óleo e Combustível do Motor),624000-(XX)D - (Óleo e Combustível),,,
7181,EATON CORPORATION,2880,Mangueira - (Sistema de Óleo e Combustível do Motor),AE7013106(X) - (Óleo e Combustível),,,
7182,EATON CORPORATION,2881,Mangueira - (Sistema de Óleo e Combustível do Motor),AE7013132(X) - (Óleo e Combustível),,,
7183,EATON CORPORATION,2882,Mangueira - (Sistema de Óleo e Combustível do Motor),AE7013121(X) - (Óleo e Combustível),,,
7184,EATON CORPORATION,2883,Mangueira - (Sistema de Óleo e Combustível do Motor),AE7010011(X) - (Óleo e Combustível),,,
7185,EATON CORPORATION,2884,Mangueira - (Sistema de Óleo e Combustível do Motor),601000-(XX) - (Óleo e Combustível),,,
7186,EATON CORPORATION,2885,Mangueira - (Sistema de Óleo e Combustível do Motor),701057(X) - (Óleo e Combustível),,,
7187,EATON CORPORATION,2886,Mangueira - (Sistema de Óleo e Combustível do Motor),(XXX)M666303(X) - (Óleo e Combustível),,,
7188,EATON CORPORATION,2887,Mangueira - (Sistema Hidráulico),(XXX)M666303(X) - (Hidráulica),,,
7189,EATON CORPORATION,2888,Mangueira - (Sistema de Óleo e Combustível do Motor),AE1011303(X) - (Óleo e Combustível),,,
7190,EATON CORPORATION,2889,Mangueira - (Sistema Hidráulico),AE1011303(X) - (Hidráulica),,,
7191,EATON CORPORATION,2890,Mangueira - (Sistema de Óleo e Combustível do Motor),AE3660000(X) - (Óleo e Combustível),,,
7192,EATON CORPORATION,2891,Mangueira - (Sistema Hidráulico),AE3660000(X) - (Hidráulica),,,
7193,EATON CORPORATION,2892,Mangueira - (Sistema de Óleo e Combustível do Motor),AE3660001(X) - (Óleo e Combustível),,,
7194,EATON CORPORATION,2893,Mangueira - (Sistema Hidráulico),AE3660001(X) - (Hidráulica),,,
7195,EATON CORPORATION,2894,Mangueira - (Sistema de Óleo e Combustível do Motor),AE3660000(X) - (Óleo e Combustível),,,
7196,EATON CORPORATION,2895,Mangueira - (Sistema Hidráulico),AE3660000(X) - (Hidráulica),,,
7197,EATON CORPORATION,2896,Mangueira - (Sistema de Óleo e Combustível do Motor),M666301-(x)-(Óleo e Combustível),,,
7198,EATON CORPORATION,2897,Mangueira - (Sistema Hidráulico),M666301-(x) (Hidráulica),,,
7199,EATON CORPORATION,2898,Mangueira - (Sistema de Óleo e Combustível do Motor),AE1010029(X) - (Óleo e Combustível),,,
7200,EATON CORPORATION,2899,Mangueira - (Sistema Hidráulico),AE1010029(X) - (Hidráulica),,,
7201,EATON CORPORATION,2900,Mangueira - (Sistema de Óleo e Combustível do Motor),AE3663895(X) - (Óleo e Combustível),,,
7202,EATON CORPORATION,2901,Mangueira - (Sistema Hidráulico),AE3663895(X) - (Hidráulica),,,
7203,EATON CORPORATION,2902,Mangueira - (Sistema de Óleo e Combustível do Motor),AE704184-(X) - (Óleo e Combustível),,,
7204,EATON CORPORATION,2903,Mangueira - (Sistema de Óleo e Combustível do Motor),AE2460000(X) - (Óleo e Combustível),,,
7205,EATON CORPORATION,2904,Mangueira - (Sistema Hidráulico),AE2460000(X) - (Hidráulica),,,
7206,EATON CORPORATION,2905,Mangueira - (Sistema de Óleo e Combustível do Motor),AE2460500(X) - (Óleo e Combustível),,,
7207,EATON CORPORATION,2906,Mangueira - (Sistema Hidráulico),AE2460500(X) - (Hidráulica),,,
7208,EATON CORPORATION,2907,Mangueira - (Sistema de Óleo e Combustível do Motor),AE2463542(X) - (Óleo e Combustível),,,
7209,EATON CORPORATION,2908,Mangueira - (Sistema Hidráulico),AE2463542(X) - (Hidráulica),,,
7210,EATON CORPORATION,2909,Mangueira - (Sistema Hidráulico),AE2460501(X) - (Hidráulica),,,
7211,EATON CORPORATION,2910,Mangueira - (Sistema de Óleo e Combustível do Motor),AE2464166(X) - (Óleo e Combustível),,,
7212,EATON CORPORATION,2911,Mangueira - (Sistema Hidráulico),AE2464166(X) - (Hidráulica),,,
